Time, Head Rotation, Left Pupil Size, Left Pupil Position X, Left Pupil Position Y, Right Pupil Size, Right Pupil Position X, Right Pupil Position Y, Direction X, Direction Y
0,-10.51456,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.02,-10.51459,0,INVALID,INVALID,0,0.8783914, 0.4348804,INVALID,INVALID
0.04,-10.47989,2.431274,0.04424357,-0.0003077984,2.016556,-0.2637808, -0.01230574,INVALID,INVALID
0.3733333,-1.338684,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.4221294,-0.1409607,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.4368736,-0.119873,0,INVALID,INVALID,0,INVALID, INVALID,INVALID,INVALID
0.7872685,-0.387146,3.528366,0.08921111,-0.06129491,3.547989,-0.2279743, -0.05040085,-1.300105,-8.654965
0.7985352,-0.3905029,3.626495,0.08928454,-0.05805933,3.550018,-0.2281606, -0.05029428,-1.297393,-8.267833
0.8095661,-0.3811951,3.611557,0.0873419,-0.05812144,3.558502,-0.2281813, -0.05028427,-1.466337,-8.256259
0.8205456,-0.3706055,3.530411,0.09066677,-0.06302536,3.557114,-0.2283556, -0.05027425,-1.005415,-8.871702
0.8319408,-0.3521423,3.42131,0.08577585,-0.07023501,3.558441,-0.2284909, -0.05015743,-1.488195,-9.186883
0.8430369,-0.3085938,3.558075,0.08880556,-0.06154406,3.55455,-0.2284909, -0.05007827,-1.370879,-8.49225
0.8540545,-0.2627869,3.621841,0.1111712,-0.04093838,3.461273,-0.2022067, -0.03626251,1.363866,-6.979097
0.8656455,-0.2297058,3.511658,0.150965,-0.0357635,3.464691,-0.1866002, -0.0188477,3.141927,-6.53975
0.8764359,-0.1903381,3.616074,0.142229,-0.0137527,3.481918,-0.1822836, -0.003899932,2.982685,-5.305703
0.8872498,-0.1456299,3.676559,0.1416279,0.001006722,3.508972,-0.1866087, 0.006427944,2.696387,-4.629905
